ohe__International plan_No,ohe__International plan_Yes,ohe__Voice mail plan_No,ohe__Voice mail plan_Yes,ohe__Region_Midwest,ohe__Region_Northeast,ohe__Region_South,ohe__Region_West,scd__Account length,scd__Number vmail messages,scd__Total day minutes,scd__Total day calls,scd__Total eve minutes,scd__Total eve calls,scd__Total night minutes,scd__Total night calls,scd__Total intl minutes,scd__Total intl calls,scd__Customer service calls,remainder__Churn
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5196433749901599,0.8139453708200216,-0.6200136129035293,-1.3464873437408815,0.8822925103947284,-1.9025202955878477,0.00031216140472242304,0.728270806434995,-2.1592660178732417,-0.23065786240320485,-0.45263844005912823,0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7160933573430317,1.7638910461462687,-0.11828574570124563,0.27938176895049976,2.175787272554625,0.7438686535961461,0.7074357834516569,-0.37690629674305015,-0.4401600982050471,-0.23065786240320485,-0.45263844005912823,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.39686213601961495,-0.5744367700414166,0.8940975308243592,0.1837424093804185,-0.6227551334268331,0.37337420071038696,-2.600397406515797,1.83344790961304,0.9631916729526626,0.5755102730781598,-0.45263844005912823,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.31526905000954536,-0.5744367700414166,0.14775500950565937,-0.5335527873951909,-0.258078261229105,0.9026519905471857,0.13500237512794833,-0.8290242025886141,0.9982754672316052,-1.0368259978845695,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2907128022154364,-0.5744367700414166,0.4459349163482975,0.5662998476607435,-0.5280600340163731,0.055807526808307674,1.9434165682059639,0.9794474207936416,0.26151578737380776,0.9785943408188421,-0.45263844005912823,0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8143183485194676,1.6908183018904035,-0.9878283482902568,-0.007536309759743993,-0.1251021641846298,0.055807526808307674,1.0639687021307838,-1.2309067855624487,0.0159292274212088,-0.23065786240320485,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2238502183915776,-0.5744367700414166,-0.4753874305427287,-2.159421900086572,1.2167475423550753,-0.8968924948979301,3.3418179048029826,-0.5276122653582381,1.8402865299262312,-1.0368259978845695,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.68361276692118,-0.5744367700414166,-1.5502635019155926,-1.011749585245597,0.25166344410804997,0.002879747824627797,-0.38197035695678594,0.426858869204619,0.9982754672316052,1.7847624763002068,0.29660469208843504,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.4950871271960509,1.7638910461462687,-1.5449069766429704,0.47066048809066224,-0.9713136908312907,-0.15590358912641183,0.028042499524210174,0.47709419207634834,0.12118061025803666,0.5755102730781598,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.526449534548628,-0.5744367700414166,0.9083815982180182,-1.2986676639558408,2.508227515165813,-0.6851813789632106,0.5450152316089438,0.9794474207936416,0.22643199309486514,-1.0368259978845695,1.0458478242359983,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1256252272151417,1.4716000691228082,-0.9699732640481826,-0.1988150288999065,-0.7194650221864511,0.055807526808307674,-1.0653251177584455,-1.13043613981899,-0.5103276867629324,-0.6337419301438872,2.5443340885311247,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.020594076480237634,-0.5744367700414166,-0.4468192957554102,-0.39009374804006897,-0.19360500205602627,-2.4847258644083263,0.4697471709989058,-0.2764356509995915,0.9982754672316052,0.17242620533747746,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2907128022154364,-0.5744367700414166,-0.5950164949646254,0.375021128520581,0.5196304275461595,0.8497242115635059,1.9949157675707259,-0.4773769424865088,-0.22965733253139076,1.7847624763002068,1.0458478242359983,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2563308088134293,2.20232751168146,-0.21291769218423834,-0.6291921469652721,0.4692606938171916,-0.2088313681100917,-0.5344872166139677,-0.678318233973426,-0.7208304524365893,-0.6337419301438872,-1.2018815722066916,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5687558705783778,1.6908183018904035,-0.2646974364862535,-0.4379134278251096,0.7190945731128725,-1.4261702847347288,-0.9563845037176013,-0.7787888797168847,0.15626440453697926,-0.23065786240320485,1.7950909563835618,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6424246139607047,-0.5744367700414166,0.8708859213096626,-0.6770118267503128,-2.002885837600554,1.9612075702207834,2.1910088728442463,1.83344790961304,0.3667671702106362,-0.6337419301438872,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.8702370036661535,-0.5744367700414166,0.22453187174657843,0.04028337002529663,-1.686563909782635,0.16166308477566743,-1.2495337924093275,1.2306240351522881,-0.36999250964716185,-0.6337419301438872,-1.2018815722066916,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8800627492740518,-0.5744367700414166,0.533424829134461,0.08810304981033726,0.08645071747703545,0.37337420071038696,-0.10070549888769671,-1.4820833999210952,-1.6330091036891006,-0.23065786240320485,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1679315632448915,-0.5744367700414166,1.0708628648208929,0.1837424093804185,-0.5703706103487061,-0.8439647159142503,0.917394057784921,-2.0346719515101177,-0.6155790695997608,-0.23065786240320485,0.29660469208843504,0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.7720120124897176,1.4716000691228082,0.5227117785892166,-0.007536309759743993,0.9648988737102357,-0.7910369369305704,0.844106735611989,1.2808593580240175,0.43693475876852145,-1.0368259978845695,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4871627845683082,-0.5744367700414166,0.7637554158572177,-0.10317566932982525,0.16301271274506635,-1.1086036108326496,0.651975107212682,-1.2309067855624487,-2.8609419034520966,0.17242620533747746,-1.2018815722066916,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1758559058726342,1.3254545806110778,-0.6325121718729809,0.32720144873554036,-0.20972331684929624,-0.6322535999795308,-0.6711581687742998,-0.17596500525613284,-0.1244059496945623,-1.0368259978845695,-0.45263844005912823,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8388745963135765,-0.5744367700414166,1.7600691165649558,-0.5335527873951909,0.9286326654253786,-0.526398042012171,-0.5542946009850304,0.9292120979219123,-0.6506628638787034,2.187846544040889,0.29660469208843504,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.1758559058726342,2.1292547674255946,-0.15221040576118663,-0.39009374804006897,-1.6623864375927306,0.796796432579826,0.33901843414989274,-0.678318233973426,0.0159292274212088,0.17242620533747746,2.5443340885311247,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.1637937941261867,-0.5744367700414166,-0.27898150387991305,0.13592272959537788,-0.13517611093042337,0.7438686535961461,-1.5981437573400292,-1.13043613981899,0.54218614160535,-0.6337419301438872,-0.45263844005912823,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.2552126257441545,2.0561820231697294,0.9012395645211885,0.42284080830562165,0.4531423790239216,-0.6851813789632106,0.05379209920659121,-0.5276122653582381,0.6474375244421778,-1.0368259978845695,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2563308088134293,-0.5744367700414166,0.5977031324059279,-1.5855857426660847,-0.8866925381666249,1.9612075702207834,-1.49712609704761,0.728270806434995,-0.299824921089276,-0.23065786240320485,0.29660469208843504,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.27408089704907007,-0.5744367700414166,-2.118055180813551,0.47066048809066224,-0.4434388813517072,1.3260742224166246,0.4499397866278432,-0.979730171203802,0.05101302170015142,-1.0368259978845695,-0.45263844005912823,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.3534376169205906,1.910036534657999,0.881598971854907,0.9488572859410686,0.338299386121875,-0.10297581014273197,1.9869928138223012,-0.2764356509995915,-0.7909980409944746,-1.0368259978845695,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09426281986256456,-0.5744367700414166,0.5512799133765351,-0.2944543884699877,-1.0579496328451157,-0.6851813789632106,0.4123057563228247,0.577564837819807,-0.8962494238313027,-1.0368259978845695,1.0458478242359983,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.21704405883310945,-0.5744367700414166,-0.23970031854734958,-0.6291921469652721,0.9125143506321093,-1.0556758318489698,-0.8692320124849258,0.426858869204619,0.5772699358842925,-0.23065786240320485,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3889377933918723,-0.5744367700414166,-1.7734520549415196,-1.2508479841708002,1.0313869222324736,0.6909408746124662,0.2795962810367049,1.2808593580240175,-0.47524389248398974,-1.439910065625252,0.29660469208843504,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1679315632448915,-0.5744367700414166,-0.3878975177565653,2.0965296007820435,-0.006229592584265396,0.002879747824627797,1.1293330705552904,-0.17596500525613284,2.2612920612735437,-1.0368259978845695,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3466314573621223,-0.5744367700414166,0.7423293147667289,-0.007536309759743993,0.00787393285984539,1.4319297803839846,0.23007782010904845,0.32638822346116036,-1.1769197780628446,-1.0368259978845695,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.07763091469619827,-0.5744367700414166,-1.9716434900285429,-0.3422740682550284,0.26173739085384357,0.055807526808307674,0.6301869844045133,1.2808593580240175,-0.2647411268103334,-1.439910065625252,3.293577220678688,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4705308794019419,1.6177455576345385,-1.3342169825864953,-1.7290447820212065,0.46523111511887383,0.37337420071038696,-0.2056846360543287,-1.9342013057666592,-1.5979253094101575,-0.6337419301438872,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3466314573621223,-0.5744367700414166,-0.4521758210280321,1.0444966455111497,0.43500927488149305,0.5850853166451064,0.43607461756809957,0.8287414521784536,-0.5804952753208182,1.3816784085595244,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8063940058917249,-0.5744367700414166,-1.4127793532516217,-1.2508479841708002,0.3403141754710336,-0.2088313681100917,-2.481553100289421,-0.37690629674305015,-0.1594897439735049,0.17242620533747746,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4694126963326672,-0.5744367700414166,0.3870131383494531,-0.05535598954478462,-0.48373466833488155,-2.9081480962777655,0.09538760638582312,0.8287414521784536,0.8930240843947773,-0.6337419301438872,2.5443340885311247,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.372305888225506,-0.5744367700414166,-0.4950280232090102,-0.3422740682550284,0.9890763459001402,0.9026519905471857,-0.33245189602912945,-0.025259036640944886,-0.6155790695997608,0.5755102730781598,-0.45263844005912823,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5117190323624172,-0.5744367700414166,1.131570151243945,-0.5813724671802315,-0.2782261547206921,-1.1086036108326496,0.1389638520021606,0.728270806434995,0.3667671702106362,-0.23065786240320485,-0.45263844005912823,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6590565191270711,-0.5744367700414166,-0.4521758210280321,-0.2944543884699877,1.0777270772631242,-0.2088313681100917,1.266004022715622,0.1756822548459724,0.5071023473264067,-0.6337419301438872,1.0458478242359983,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.27408089704907007,1.5446728133786733,-0.4611033631490692,0.42284080830562165,-0.2842705227681685,0.16166308477566743,1.1075449477471218,0.9292120979219123,-0.7909980409944746,-0.23065786240320485,1.0458478242359983,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.403668295578083,-0.5744367700414166,0.5869900818606835,-1.394307023525922,-0.7698347559154191,0.16166308477566743,-0.42554660257312343,0.6780354835632656,-0.7208304524365893,-0.6337419301438872,0.29660469208843504,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0175744904308073,0.8139453708200216,-0.8664137754441528,-0.3422740682550284,0.04011056244638474,0.002879747824627797,-0.8771549662333509,-1.0802008169472608,0.92810787867372,0.9785943408188421,1.0458478242359983,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6178683661665958,-0.5744367700414166,-0.5057410737542546,-0.9639299054605565,1.087801024008918,-1.00274805286529,-0.5027954016202677,0.6278001606915363,-1.7382604865259286,0.5755102730781598,0.29660469208843504,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5676376875091032,-0.5744367700414166,0.6762655030710543,-0.05535598954478462,0.8117748831741735,-0.5793258209958508,-0.5958901081642617,0.07521160910251376,-0.05423836113667706,-0.23065786240320485,0.29660469208843504,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.42141838381372393,-0.5744367700414166,-1.744883920154201,-0.2466347086849471,0.372550805057573,-2.0083758535552074,2.985284986123856,-1.2309067855624487,0.8228564958368915,-0.6337419301438872,-1.2018815722066916,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.20041215366674317,1.033163603587617,-2.5055105088665597,1.1879556848662716,-1.394419454154621,-0.5793258209958508,1.2917536223980035,-0.4271416196147795,0.5772699358842925,0.9785943408188421,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19248781103900048,-0.5744367700414166,-0.5182396327237068,0.6141195274457841,-1.3178574588865903,0.055807526808307674,-0.2591645738561975,-0.12572968238440355,-0.1594897439735049,-0.6337419301438872,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5853877757447441,-0.5744367700414166,-0.6164425960551146,-0.48573310761015026,0.017947879605638973,-1.2144591688000095,0.08746465263739797,0.5273295149480777,1.2087782329052617,-0.6337419301438872,-0.45263844005912823,0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9616558352841215,2.933054954240111,-1.5502635019155926,0.13592272959537788,-1.3380053523781774,0.002879747824627797,-1.0217488721421075,-0.5276122653582381,-2.0189308407574704,-0.23065786240320485,-1.2018815722066916,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.2317745610193203,-0.5744367700414166,-0.30576413024302423,0.23156208916545915,0.06831761333460688,-2.378870306440967,-0.08485959139084698,1.2306240351522881,0.40185096448957885,-1.0368259978845695,-0.45263844005912823,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5676376875091032,-0.5744367700414166,1.1351411680923602,-0.48573310761015026,-2.8571565216438493,0.2145908637593473,-0.44139251006997376,0.5273295149480777,0.15626440453697926,-0.6337419301438872,0.29660469208843504,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9291752448622698,2.1292547674255946,0.07454916411315543,-0.6770118267503128,-0.48574945768404015,1.4319297803839846,0.3825946797662308,0.3766235463328897,-0.7909980409944746,-0.6337419301438872,1.7950909563835618,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4626065367741992,-0.5744367700414166,0.8923120224001514,1.905250881641881,1.313457431114694,1.8553520122534235,0.8183571359296079,0.024976286230784437,-0.5103276867629324,0.17242620533747746,-0.45263844005912823,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1010689794210327,0.960090859331752,1.458318192873902,1.6183328029316373,-1.0700383689400679,-0.26175914709377157,-1.1584198243024395,0.47709419207634834,-0.7559142467155319,-0.23065786240320485,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4939689441267763,-0.5744367700414166,0.19417822853505207,-0.2944543884699877,0.950795348266125,-0.36761470506113136,-1.3148981608338342,0.024976286230784437,-1.0365846009470738,-0.6337419301438872,1.0458478242359983,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.2061001301559364,-0.5744367700414166,-1.5074112997346147,-0.4379134278251096,-1.2090588340320194,0.10873530579198755,0.22017412792351715,0.7785061293067242,0.22643199309486514,0.17242620533747746,0.29660469208843504,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.27408089704907007,-0.5744367700414166,0.28523915816963014,0.5662998476607435,0.7996861470792213,0.796796432579826,-0.13833952919271578,-1.1806714626907193,0.26151578737380776,0.17242620533747746,0.29660469208843504,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.29863714484317905,-0.5744367700414166,-0.5753759022983439,0.6619392072308248,0.8601298275539827,0.2145908637593473,1.2085626080395409,-0.2764356509995915,-0.685746658157646,-0.6337419301438872,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0530746669020893,-0.5744367700414166,-0.48967149793638776,-0.5813724671802315,0.6324586310990475,-0.6322535999795308,-0.053167776397146364,-1.13043613981899,0.4720185530474641,-1.0368259978845695,1.7950909563835618,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.20041215366674317,-0.5744367700414166,-0.4271787030891282,0.7097588870158654,-0.10293948134388402,-1.2673869477836892,-1.4020506520665097,0.577564837819807,-0.6506628638787034,-0.23065786240320485,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21704405883310945,-0.5744367700414166,-0.12007125412545296,1.2357753646513123,1.142200336436203,-1.5849536216857685,-0.5641982931705616,1.0296827436653708,0.3667671702106362,0.9785943408188421,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24160030662721843,-0.5744367700414166,-1.6181128220354746,1.3792344040064342,-0.6449178162675789,-0.050048031159052084,-1.2198227158527335,-1.281142108434178,-1.7031766922469858,1.7847624763002068,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.372305888225506,-0.5744367700414166,-0.1504248973369788,-0.9639299054605565,-0.18554584465939128,-0.5793258209958508,-2.166615688789526,0.3766235463328897,0.8930240843947773,0.17242620533747746,0.29660469208843504,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4871627845683082,-0.5744367700414166,-0.5575208180562697,-0.15099534911486587,-2.272867610387822,-0.31468692607745147,2.5158499765296725,-0.4271416196147795,0.29659958165275035,-0.6337419301438872,1.0458478242359983,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4950871271960509,-0.5744367700414166,0.717332196827825,0.08810304981033726,0.588133265417556,0.10873530579198755,-1.5149527429815663,0.024976286230784437,-0.1594897439735049,0.17242620533747746,1.0458478242359983,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3889377933918723,-0.5744367700414166,0.1638245853235262,-1.2986676639558408,0.26173739085384357,0.6380130956287864,-0.748406967821444,0.577564837819807,-0.08932215541561968,-1.439910065625252,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9782877404504877,-0.5744367700414166,-0.23970031854734958,-1.394307023525922,0.16905708079254272,-0.10297581014273197,-0.9009238274786258,0.47709419207634834,0.08609681597909404,0.5755102730781598,1.7950909563835618,1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4626065367741992,-0.5744367700414166,1.117286083850286,-0.15099534911486587,-2.391740181988186,-1.5320258427020887,-0.3799896185196792,-0.7787888797168847,1.2087782329052617,1.3816784085595244,0.29660469208843504,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8063940058917249,-0.5744367700414166,0.3280913603506082,-0.5813724671802315,0.17711623818917768,-0.26175914709377157,-2.5073026999718024,-0.7787888797168847,0.26151578737380776,-0.23065786240320485,1.0458478242359983,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4694126963326672,2.3484730001931897,0.9048105813696036,-2.159421900086572,0.18517539558581267,-0.526398042012171,1.376925375193573,-1.281142108434178,0.7176051130000637,-0.6337419301438872,0.29660469208843504,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0530746669020893,-0.5744367700414166,0.8940975308243592,-0.6770118267503128,0.44508322162728664,-0.6851813789632106,0.30930735759329886,-1.5323187227928246,-1.0716683952260164,0.9785943408188421,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21704405883310945,-0.5744367700414166,-0.19149159109374958,0.5662998476607435,-0.18957542335770905,1.4848575593676643,-0.21756906667696616,-0.4271416196147795,0.331683375931693,0.5755102730781598,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0530746669020893,-0.5744367700414166,-0.47895844739114335,1.3792344040064342,0.2939740204403829,0.002879747824627797,-0.2690682660417288,-2.386319211612223,1.2789458214631475,-0.23065786240320485,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8143183485194676,-0.5744367700414166,-2.173405941963981,0.08810304981033726,1.0998897601038695,0.26751864274302717,0.18452083605560482,-0.678318233973426,0.29659958165275035,0.5755102730781598,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.31526905000954536,-0.5744367700414166,-0.36647141666607647,-1.537766062881044,-1.1244376813673531,0.26751864274302717,1.7592078935550814,2.2353304925868747,-0.7208304524365893,0.17242620533747746,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14337531545078253,-0.5744367700414166,0.731616264221484,0.5662998476607435,0.32016628197944647,1.1143631064819053,1.3274069142659166,-0.5778475882299674,0.22643199309486514,0.17242620533747746,-0.45263844005912823,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.690418926479648,-0.5744367700414166,0.615558216648002,1.8574312018568404,-1.1345116281131467,-0.8968924948979301,1.2996765761464293,-0.8290242025886141,-1.1067521895049592,-1.439910065625252,1.0458478242359983,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.68361276692118,-0.5744367700414166,0.5459233881039132,0.6619392072308248,1.1663778086261074,0.055807526808307674,-1.0851325021295082,-0.17596500525613284,0.19134819881592252,0.9785943408188421,-1.2018815722066916,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.6001182779309548,-0.5744367700414166,-0.7753528458095742,-0.7248315065353533,1.6861934607090565,-1.3203147267673692,-0.6335241384692807,-1.13043613981899,1.3491134100210327,-0.6337419301438872,0.29660469208843504,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9125433396959035,-0.5744367700414166,-1.671678074761697,-1.2030283043857597,1.1965996488634882,0.5321575376614266,-0.2849141735385791,1.2808593580240175,-0.36999250964716185,0.17242620533747746,-0.45263844005912823,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.42141838381372393,-0.5744367700414166,-1.7395273948815788,0.9488572859410686,0.7573755707468877,-0.26175914709377157,-0.7999061671862067,0.426858869204619,-1.24708736662073,1.3816784085595244,-0.45263844005912823,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6669808617548137,1.033163603587617,-0.3771844672113209,0.27938176895049976,-0.6831988139015946,1.8553520122534235,-3.4818260110280828,0.1254469319742431,-0.2647411268103334,-0.23065786240320485,1.0458478242359983,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2975189617739045,-0.5744367700414166,-0.043294391884533885,-0.3422740682550284,-0.48776424703319876,-0.2088313681100917,-0.5899478928529432,-1.13043613981899,-0.9664170123891882,-0.6337419301438872,-0.45263844005912823,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2238502183915776,-0.5744367700414166,-0.3878975177565653,0.08810304981033726,1.4685962109999149,-0.5793258209958508,-0.44139251006997376,1.331094680895747,-0.05423836113667706,-1.0368259978845695,-0.45263844005912823,1
